fetchedAt,queryLabel,soldDate,redfinPropertyId,redfinListingId,mlsListingNumber,mlsStatus,address,unitNumber,city,state,zip,neighborhood,propertyType,uiPropertyType,yearBuilt,beds,baths,fullBaths,sqft,lotSize,stories,soldPrice,pricePerSqFt,hoaMonthly,domDays,timeOnRedfinMs,listingAgentName,listingBrokerName,sellingBrokerName,lat,lon,redfinUrl
2026-09-24T15:59:09.589Z,Central Seattle,2026-09-16,140828,222296123,2550557,Closed,3701 E Alder St,,Seattle,WA,98122,Leschi,Single Family,1,1976,3,2,2,1750,7200,2,1750000,1000,,,,Ted Alton,Windermere Real Estate Co.,Marketplace Sotheby's Intl Rty,47.6036694,-122.2862221,https://www.redfin.com/WA/Seattle/3701-E-Alder-St-98122/home/140828
2026-09-24T15:59:09.589Z,West Seattle,2026-09-16,156561,220984731,2554321,Closed,10835 35th Ave SW,,Seattle,WA,98146,Arbor Heights,Single Family,1,1946,3,2,2,1678,8746,1,869000,518,,,,Sarah Georger-Clark,COMPASS,COMPASS,47.5053635,-122.376483,https://www.redfin.com/WA/Seattle/10835-35th-Ave-SW-98146/home/156561
2026-09-24T15:59:09.589Z,West Seattle,2026-09-16,159592,222112133,2557363,Closed,2612 SW Nevada St Unit B,Unit B,Seattle,WA,98126,Delridge,Townhouse,3,2021,2,2,2,1518,860,1.5,649000,428,,,,James Campbell,Coldwell Banker Bain,Windermere R.E. Shoreline,47.5656119,-122.3661118,https://www.redfin.com/WA/Seattle/2612-SW-Nevada-St-98126/unit-B/home/159592
2026-09-24T15:59:09.589Z,West Seattle,2026-09-16,159626,213640092,2501138,Closed,6352 24th Ave SW,,Seattle,WA,98106,West Seattle,Single Family,1,1996,5,3,3,1800,5000,1.5,715000,397,,,,Michelle Wallace,Keller Williams Realty PS,John L Scott RE West Seattle,47.5451244,-122.3637125,https://www.redfin.com/WA/Seattle/6352-24th-Ave-SW-98106/home/159626
2026-09-24T15:59:09.589Z,Ballard (specific),2026-09-16,162080,222976321,2575325,Closed,3020 NW 60th St,,Seattle,WA,98107,Sunset Hill,Single Family,1,1948,4,2,2,3280,7900,1,1550000,473,,,,,Home Realty,Redfin,47.6724489,-122.3966419,https://www.redfin.com/WA/Seattle/3020-NW-60th-St-98107/home/162080
2026-09-24T15:59:09.589Z,Ballard (specific),2026-09-16,166628,222996813,2575900,Closed,8319 25th Ave NW,,Seattle,WA,98117,Loyal Heights,Single Family,1,2026,2,2,2,1092,1252,2,710000,650,38,,,Randy Kanda,RE/MAX Northwest,Realogics Sotheby's Int'l Rlty,47.6895923,-122.3890249,https://www.redfin.com/WA/Seattle/8319-25th-Ave-NW-98117/home/166628
2026-09-24T15:59:09.589Z,West Seattle,2026-09-16,18661841,217034460,2540875,Closed,3020 SW Morgan,,Seattle,WA,98126,High Point,Townhouse,3,2011,3,3.5,3,1710,2841,1.5,670000,392,465,,,,"Real Property Associates, Inc.",Redfin,47.5445302,-122.3708803,https://www.redfin.com/WA/Seattle/3020-SW-Morgan-St-98126/home/18661841
2026-09-24T15:59:09.589Z,Central Seattle,2026-09-16,2084630,221571033,2558359,Closed,1513 23rd Ave S,,Seattle,WA,98144,Judkins,Townhouse,3,2005,3,2.5,2,1660,1969,1.5,799950,482,,,,Chris Seubert,"Pellego, Inc.",Keller Williams Realty Bothell,47.5890563,-122.3028878,https://www.redfin.com/WA/Seattle/1513-23rd-Ave-S-98144/home/2084630
2026-09-24T15:59:09.589Z,Queen Anne,2026-09-16,21884000,222327966,2560143,Closed,315 W Galer St #107,#107,Seattle,WA,98119,Queen Anne,Townhouse,3,2013,2,2,2,1680,1107,1.5,1399000,833,600,,,Chris Cross,Keller Williams Rlty Bellevue,COMPASS,47.6322096,-122.3611186,https://www.redfin.com/WA/Seattle/315-W-Galer-St-98119/unit-107/home/21884000
2026-09-24T15:59:09.589Z,Wallingford,2026-09-16,303891,222348245,2568170,Closed,113 NE 60th St,,Seattle,WA,98115,Green Lake,Single Family,1,1919,2,1,1,1150,3000,1,679950,591,,,,Jason Hull,KW Greater Seattle,Marketplace Sotheby's Intl Rty,47.6721065,-122.3275516,https://www.redfin.com/WA/Seattle/113-NE-60th-St-98115/home/303891
2026-09-24T15:59:09.589Z,West Seattle,2026-09-16,328872,223055823,2576481,Closed,2650 Walnut Ave SW,,Seattle,WA,98116,Admiral,Single Family,1,1905,2,2,2,1907,4200,1.5,982500,515,,,,Mick Walls,Windermere RE Greenwood,John L Scott RE West Seattle,47.5796919,-122.3829983,https://www.redfin.com/WA/Seattle/2650-Walnut-Ave-SW-98116/home/328872
2026-09-24T15:59:09.589Z,West Seattle,2026-09-16,470107,220683231,2552955,Closed,3947 SW Portland St,,Seattle,WA,98136,Fauntleroy,Single Family,1,1951,2,1.5,1,1720,5100,1,775000,451,,,,Brit Kuhnke,Windermere Real Estate/East,COMPASS,47.5327265,-122.384062,https://www.redfin.com/WA/Seattle/3947-SW-Portland-St-98136/home/470107
2026-09-24T15:59:09.589Z,West Seattle,2026-09-16,473975,221560033,2560327,Closed,8837 34th Ave SW,,Seattle,WA,98126,Westwood,Single Family,1,1977,4,3,3,1850,7320,1.5,1215000,657,,,,Javier Fosado,Windermere West Metro,Real Residential,47.5235223,-122.3756294,https://www.redfin.com/WA/Seattle/8837-34th-Ave-SW-98126/home/473975
2026-09-24T15:59:09.589Z,West Seattle,2026-09-16,476435,222412350,2559994,Closed,8121 11th Ave SW,,Seattle,WA,98106,Highland Park,Single Family,1,1930,3,2.5,2,2400,7620,1,870000,363,,,,James Campbell,Coldwell Banker Bain,Windermere West Metro,47.5294854,-122.3496395,https://www.redfin.com/WA/Seattle/8121-11th-Ave-SW-98106/home/476435
2026-09-24T15:59:09.589Z,Ballard (specific),2026-09-16,495910,222687279,2570140,Closed,8021 9th Ave NW,,Seattle,WA,98117,Whittier,Single Family,1,1999,4,2.5,2,2390,2262,2,1298000,543,,,,April Geneva,Windermere Real Estate Midtown,HomeSmart Real Estate Assoc,47.6875964,-122.3686456,https://www.redfin.com/WA/Seattle/8021-9th-Ave-NW-98117/home/495910
2026-09-24T15:59:09.589Z,Ballard (specific),2026-09-16,496971,222933069,2574259,Closed,6741 9th Ave NW,,Seattle,WA,98117,Whittier,Single Family,1,1918,2,2,2,1830,5350,1,1113000,608,,,,Josh Bolton,Windermere Real Estate Co.,COMPASS,47.6790426,-122.3690431,https://www.redfin.com/WA/Seattle/6741-9th-Ave-NW-98117/home/496971
2026-09-24T15:59:09.589Z,Queen Anne,2026-09-16,72973,216279591,2518315,Closed,2770 Westlake Ave N #6,#6,Seattle,WA,98109,Westlake,Single Family,1,1930,2,2,2,1151,1151,1,1450000,1260,350,,,Kristin Ellis,Windermere Real Estate Midtown,Seattle Afloat LLC,47.6455578,-122.3469085,https://www.redfin.com/WA/Seattle/2770-Westlake-Ave-N-98109/unit-6/home/72973
2026-09-24T15:59:09.589Z,NW Seattle,2026-09-16,96323,222411253,2568156,Closed,10022 11th Ave NW,,Seattle,WA,98177,Crown Hill,Single Family,1,1952,4,2,2,2480,6700,1,1351000,545,,,,Carlene Sandstrom,Windermere Real Estate/East,Keller Williams Realty PS,47.7022225,-122.3697822,https://www.redfin.com/WA/Seattle/10022-11th-Ave-NW-98177/home/96323
2026-09-24T15:59:09.589Z,NW Seattle,2026-09-16,99227,220931349,2554795,Closed,745 N 97th St,,Seattle,WA,98103,Greenwood,Single Family,1,1962,4,3,3,2060,7453,1.5,960000,466,,,,Bruce Ainslie,Windermere RE Greenwood,eXp Realty,47.6994283,-122.3480535,https://www.redfin.com/WA/Seattle/745-N-97th-St-98103/home/99227
2026-09-24T15:59:09.589Z,NW Seattle,2026-09-16,99924,222899397,2573528,Closed,9035 11th Ave NW,,Seattle,WA,98117,Crown Hill,Single Family,1,1930,2,1,1,1660,7399,1,850000,512,,,,Matt Snell,RE/MAX Northwest,KW Greater Seattle,47.6952478,-122.370391,https://www.redfin.com/WA/Seattle/9035-11th-Ave-NW-98117/home/99924
2026-09-24T15:59:09.589Z,Northgate,2026-09-15,102962,217280897,2545209,Closed,125 NE 135th St,,Seattle,WA,98125,Haller Lake,Single Family,1,1947,2,3,3,2940,11070,1,805000,274,,,,Beth Bylund,Windermere Real Estate Midtown,"John L. Scott, Inc.",47.7266163,-122.3277164,https://www.redfin.com/WA/Seattle/125-NE-135th-St-98125/home/102962
2026-09-24T15:59:09.589Z,NE Seattle,2026-09-15,120840,223635795,2584615,Closed,6115 NE Keswick Dr,,Seattle,WA,98105,Windermere,Single Family,1,1948,4,3,3,3910,20000,1,3500000,895,,,,Tom Maider,Windermere Real Estate Midtown,Real Residential,47.6687274,-122.2607421,https://www.redfin.com/WA/Seattle/6115-NE-Keswick-Dr-98105/home/120840
2026-09-24T15:59:09.589Z,Eastlake,2026-09-15,131884,222973922,2573863,Closed,2358 Fairview Ave E,,Seattle,WA,98102,Eastlake,Townhouse,3,1999,3,3,3,2264,2108,1.5,1625000,718,,,,Monica Wilkinson,Windermere Real Estate Midtown,COMPASS,47.6413224,-122.3291418,https://www.redfin.com/WA/Seattle/2358-Fairview-Ave-E-98102/home/131884
2026-09-24T15:59:09.589Z,Central Seattle,2026-09-15,140263,222310595,2567712,Closed,620 Lake Washington Blvd E,,Seattle,WA,98112,Washington Park,Townhouse,3,1997,2,2.5,2,1420,2057,1.5,820000,577,,,,Ryan Lile,Ensemble,KW Greater Seattle,47.6254346,-122.2916893,https://www.redfin.com/WA/Seattle/620-Lake-Washington-Blvd-E-98112/home/140263
2026-09-24T15:59:09.589Z,Central Seattle,2026-09-15,140871,222300103,2567809,Closed,1522 34th Ave,,Seattle,WA,98122,Madrona,Single Family,1,1921,4,2.5,2,2270,3300,2,1535000,676,,,,Nancy Wallace,Coldwell Banker Bain,Ensemble,47.6147605,-122.2889579,https://www.redfin.com/WA/Seattle/1522-34th-Ave-98122/home/140871
2026-09-24T15:59:09.589Z,Central Seattle,2026-09-15,140873,222620730,2570007,Closed,1516 34th Ave,,Seattle,WA,98122,Madrona,Single Family,1,1911,4,2.5,2,2600,3300,2,1445000,556,,,,Kelley Meister,COMPASS,COMPASS,47.6145932,-122.2889734,https://www.redfin.com/WA/Seattle/1516-34th-Ave-98122/home/140873
2026-09-24T15:59:09.589Z,NW Seattle,2026-09-15,145709250,220560802,2549580,Closed,1810 NW 85th St,,Seattle,WA,98117,Ballard,Townhouse,3,2018,2,2,2,925,458,1.5,475000,514,,,,Junior Torres,Windermere RE Greenwood,Portico Real Estate,47.690738,-122.380361,https://www.redfin.com/WA/Seattle/1810-NW-85th-St-98117/home/145709250
2026-09-24T15:59:09.589Z,West Seattle,2026-09-15,154272,221561908,2562374,Closed,5064 Beach Dr SW,,Seattle,WA,98136,Beach Drive,Single Family,1,1999,3,2.5,2,1920,7317,1.5,1510000,786,,,,Robert Kelly,West Seattle Realty,Windermere Real Estate/East,47.5560109,-122.3996619,https://www.redfin.com/WA/Seattle/5064-Beach-Dr-SW-98136/home/154272
2026-09-24T15:59:09.589Z,West Seattle,2026-09-15,155192,222560564,2570059,Closed,3811 SW 105th St,,Seattle,WA,98146,Arbor Heights,Single Family,1,1952,3,1.5,1,1250,9044,1,780000,624,,,,Kelli Leese,John L. Scott Mukilteo,KW Greater Seattle,47.5089223,-122.3802296,https://www.redfin.com/WA/Seattle/3811-SW-105th-St-98146/home/155192
2026-09-24T15:59:09.589Z,Ballard (specific),2026-09-15,164493,222660504,2571352,Closed,2833 NW 69th St,,Seattle,WA,98117,Sunset Hill,Single Family,1,1910,3,2,2,1810,5000,1,1311000,724,,,,Paul Simpson,Windermere Real Estate Co.,COMPASS,47.6785506,-122.3944376,https://www.redfin.com/WA/Seattle/2833-NW-69th-St-98117/home/164493
2026-09-24T15:59:09.589Z,West Seattle,2026-09-15,171917206,221695760,2560067,Closed,4300 SW Willow St Unit E,Unit E,Seattle,WA,98136,Gatewood,Townhouse,3,2019,3,1.5,1,1120,795,1.5,640000,571,,,,Varun Jain,Inspire Realty,Windermere Real Estate Co.,47.5424225,-122.3875463,https://www.redfin.com/WA/Seattle/4300-SW-Willow-St-98136/unit-E/home/171917206
2026-09-24T15:59:09.589Z,West Seattle,2026-09-15,18904,223660295,2584948,Closed,6920 California Ave SW #35,#35,Seattle,WA,98136,Morgan Junction,Single Family,1,1987,3,2,2,1543,,1,625000,405,674,,,Posey Gruener,Windermere Real Estate/Summit,NWMLS-NonOffice,47.5415569,-122.3868567,https://www.redfin.com/WA/Seattle/6920-California-Ave-SW-98136/unit-35/home/18904
2026-09-24T15:59:09.589Z,Fremont,2026-09-15,192269697,215335177,2523521,Closed,724 N 36th St,,Seattle,WA,98103,Fremont,Townhouse,3,2026,3,3,3,1279,552,1.5,699950,547,,,,Grecia Thomas,"Real Property Associates, Inc.",KW Greater Seattle,47.6513247,-122.3487811,https://www.redfin.com/WA/Seattle/724-N-36th-St-98103/home/192269697
2026-09-24T15:59:09.589Z,Wallingford,2026-09-15,194156015,223098257,2577086,Closed,4406 1st Ave NE,,Seattle,WA,98105,Wallingford,Townhouse,3,2026,4,3.5,3,2661,2478,1.5,1725000,648,16,,,John Cowan,Windermere Real Estate Co.,Real Broker LLC,47.660488,-122.328006,https://www.redfin.com/WA/Seattle/4406-1st-Ave-NE-98105/home/194156015
2026-09-24T15:59:09.589Z,Wallingford,2026-09-15,203250965,222005356,2565042,Closed,4308 Wallingford Ave N Unit C,Unit C,Seattle,WA,98103,Wallingford,Townhouse,3,2023,2,2,2,1070,720,1.5,775000,724,,,,Alysan Long,Lake & Company,Bentley Properties,47.6594078,-122.3358222,https://www.redfin.com/WA/Seattle/4308-Wallingford-Ave-N-98103/unit-C/home/203250965
2026-09-24T15:59:09.589Z,West Seattle,2026-09-15,204579648,222373894,2566948,Closed,2648 41st Ave SW,,Seattle,WA,98116,Admiral,Single Family,1,2026,3,3,2,1526,1386,1.5,999000,655,100,,,Bill Reid,Windermere West Metro,Windermere West Metro,47.5801268,-122.3837033,https://www.redfin.com/WA/Seattle/2648-41st-Ave-SW-98116/home/204579648
2026-09-24T15:59:09.589Z,Wallingford,2026-09-15,304580,222727857,2565815,Closed,5509 Kensington Pl N,,Seattle,WA,98103,Green Lake,Single Family,1,1909,3,1,1,1740,4560,2,850000,489,,,,Charles Carosella,"Wilson Realty Exchange, Inc.","Skyline Properties, Inc.",47.6689572,-122.330581,https://www.redfin.com/WA/Seattle/5509-Kensington-Pl-N-98103/home/304580
2026-09-24T15:59:09.589Z,NE Seattle,2026-09-15,313910,223647540,2584760,Closed,6026 43rd Ave NE,,Seattle,WA,98115,View Ridge,Single Family,1,1949,2,1,1,1560,6750,1,1050000,673,,,,Leslie Reed,Windermere Real Estate Co.,NWMLS-NonOffice,47.6729954,-122.2819151,https://www.redfin.com/WA/Seattle/6026-43rd-Ave-NE-98115/home/313910
2026-09-24T15:59:09.589Z,NE Seattle,2026-09-15,317077,221287462,2560323,Closed,8623 30th Ave NE,,Seattle,WA,98115,Wedgwood,Single Family,1,1951,3,2,2,1260,5470,1,970000,770,,,,Edward Krigsman,Windermere Real Estate Co.,COMPASS,47.6916429,-122.2963717,https://www.redfin.com/WA/Seattle/8623-30th-Ave-NE-98115/home/317077
2026-09-24T15:59:09.589Z,West Seattle,2026-09-15,40279819,222335134,2568692,Closed,2775 59th Ave SW,,Seattle,WA,98116,Alki,Townhouse,3,2011,3,2.5,2,1800,2175,1.5,1100000,611,,,,Cyrus Fiene,Coldwell Banker Bain,Coldwell Banker Bain,47.5778508,-122.4083847,https://www.redfin.com/WA/Seattle/2775-59th-Ave-SW-98116/home/40279819
2026-09-24T15:59:09.589Z,West Seattle,2026-09-15,469746,222937397,2575012,Closed,6516 41st Ave SW,,Seattle,WA,98136,Morgan Junction,Single Family,1,1920,3,2,2,1010,6250,1,755000,748,,,,Trevor Russell,COMPASS,R1 Washington,47.5442555,-122.3841711,https://www.redfin.com/WA/Seattle/6516-41st-Ave-SW-98136/home/469746
2026-09-24T15:59:09.589Z,West Seattle,2026-09-15,475890,222939703,2574584,Closed,8148 16th Ave SW,,Seattle,WA,98106,Highland Park,Single Family,1,1977,3,2,2,1230,4000,1,723000,588,,,,Scott Monroe,Windermere West Metro,Real Broker LLC,47.528631,-122.354759,https://www.redfin.com/WA/Seattle/8148-16th-Ave-SW-98106/home/475890
2026-09-24T15:59:09.589Z,Ballard (specific),2026-09-15,494397,221940941,2563698,Closed,5821 3rd Ave NW,,Seattle,WA,98107,Ballard,Single Family,1,1906,5,2,2,2000,3610,2,750000,375,,,,Nicole Dankworth,Real Broker LLC,Real Broker LLC,47.6715366,-122.3611194,https://www.redfin.com/WA/Seattle/5821-3rd-Ave-NW-98107/home/494397
2026-09-24T15:59:09.589Z,Phinney Ridge,2026-09-15,496150,222690306,2567114,Closed,347 NW 74th St,,Seattle,WA,98117,Phinney Ridge,Single Family,1,1913,3,2,2,1850,6000,1,1195000,646,,,,Georgia Stevens,COMPASS,Lake & Company,47.6823398,-122.3627278,https://www.redfin.com/WA/Seattle/347-NW-74th-St-98117/home/496150
2026-09-24T15:59:09.589Z,NW Seattle,2026-09-15,497022,222891224,2574245,Closed,8311 3rd Ave NW,,Seattle,WA,98117,Greenwood,Single Family,1,1926,2,1,1,1300,2300,1,580000,446,,,,,COMPASS,Redfin,47.6895534,-122.360884,https://www.redfin.com/WA/Seattle/8311-3rd-Ave-NW-98117/home/497022
2026-09-24T15:59:09.589Z,Northgate,2026-09-14,105943,221201866,2559279,Closed,11516 8th Ave NE,,Seattle,WA,98125,Pinehurst,Single Family,1,1949,3,2,2,2150,7200,1.5,899000,418,,,,Jon Woo,Mezzanine Properties Inc,KW Greater Seattle,47.7127136,-122.320367,https://www.redfin.com/WA/Seattle/11516-8th-Ave-NE-98125/home/105943
2026-09-24T15:59:09.589Z,Wallingford,2026-09-14,119948,221183624,2556636,Closed,1812 N 39th,,Seattle,WA,98103,Wallingford,Single Family,1,1921,2,2,2,1650,2040,1.5,1000000,606,,,,Erica Dorland,Lake & Company,Real Broker LLC,47.6545206,-122.3356293,https://www.redfin.com/WA/Seattle/1812-N-39th-St-98103/home/119948
2026-09-24T15:59:09.589Z,NW Seattle,2026-09-14,12091639,222645281,2571814,Closed,11711 Greenwood Ave N Unit B,Unit B,Seattle,WA,98133,Greenwood,Townhouse,3,2006,3,2.5,2,1600,1320,1.5,650000,406,,,,Alex Zeiady,Coldwell Banker Danforth,"John L. Scott, Inc",47.7147142,-122.3561513,https://www.redfin.com/WA/Seattle/11711-Greenwood-Ave-N-98133/unit-B/home/12091639
2026-09-24T15:59:09.589Z,Magnolia,2026-09-14,128670,221949534,2563785,Closed,3657 W Viewmont Way W,,Seattle,WA,98199,Magnolia,Single Family,1,1954,4,3,3,3440,6000,1,2000000,581,,,,Annie Martini,Windermere RE Magnolia,COMPASS,47.6536085,-122.4113642,https://www.redfin.com/WA/Seattle/3657-W-Viewmont-Way-W-98199/home/128670
2026-09-24T15:59:09.589Z,Queen Anne,2026-09-14,132314,222905952,2571110,Closed,1721 3rd Ave N,,Seattle,WA,98109,Queen Anne,Single Family,1,1907,4,3,3,2120,2805,1,1498000,707,,,,Kelly Byrne,Blue Pacific Real Estate,Keller Williams Seattle Metro,47.634642,-122.3522303,https://www.redfin.com/WA/Seattle/1721-3rd-Ave-N-98109/home/132314
2026-09-24T15:59:09.589Z,West Seattle,2026-09-14,157940,220680296,2550664,Closed,3741 SW 106th St,,Seattle,WA,98146,Arbor Heights,Single Family,1,1948,3,2,2,1890,8246,1.5,715000,378,,,,Sarah Rudinoff,Windermere R E Mount Baker,Real Broker LLC,47.5080225,-122.3799873,https://www.redfin.com/WA/Seattle/3741-SW-106th-St-98146/home/157940
2026-09-24T15:59:09.589Z,West Seattle,2026-09-14,161032,222653356,2528990,Closed,6714 14th Ave SW,,Seattle,WA,98106,Puget Ridge,Single Family,1,1972,3,2.5,2,1640,7137,1.5,746000,455,,,,Michael Witt,"Windermere RE/Capitol Hill,Inc",Windermere Bellevue Commons,47.5423588,-122.3523872,https://www.redfin.com/WA/Seattle/6714-14th-Ave-SW-98106/home/161032
2026-09-24T15:59:09.589Z,Central Seattle,2026-09-14,18657817,222331469,2567333,Closed,1620 E Alder St,,Seattle,WA,98122,Central Area,Single Family,1,2008,3,3.5,3,2690,4800,2,1595000,593,,,,Cory Egan,Windermere Real Estate Co.,Coldwell Banker Evergreen,47.6045748,-122.3105106,https://www.redfin.com/WA/Seattle/1620-E-Alder-St-98122/home/18657817
2026-09-24T15:59:09.589Z,Ballard (specific),2026-09-14,18659301,221201080,2559354,Closed,821 NW 53rd St Unit A,Unit A,Seattle,WA,98107,Ballard,Townhouse,3,2007,3,3.5,3,1574,1455,1.5,767500,488,,,,Wanzhi Li,"Skyline Properties, Inc.",Columbia Partners Real Estate,47.667008,-122.367292,https://www.redfin.com/WA/Seattle/821-NW-53rd-St-98107/unit-A/home/18659301
2026-09-24T15:59:09.589Z,Green Lake,2026-09-14,195913099,212336653,2481924,Closed,221 NE 75th St,,Seattle,WA,98115,Green Lake,Townhouse,3,2026,2,2,2,1411,883,1.5,769000,545,4,,,Drew Smith,"Urban Commercial Partners, LLC",COMPASS,47.68306,-122.326406,https://www.redfin.com/WA/Seattle/221-NE-75th-St-98115/home/195913099
2026-09-24T15:59:09.589Z,Ballard (specific),2026-09-14,200618345,216973188,2541930,Closed,1208 A NW 83rd St,,Seattle,WA,98117,Ballard,Townhouse,3,2026,2,2.5,2,1022,699,1.5,603000,590,,,,Grecia Thomas,"Real Property Associates, Inc.",Keller Williams Realty PS,47.688856,-122.3719086,https://www.redfin.com/WA/Seattle/1208-A-NW-83rd-St-98117/home/200618345
2026-09-24T15:59:09.589Z,Central Seattle,2026-09-14,202219673,222553571,2570387,Closed,1970 25th Ave E,,Seattle,WA,98112,Montlake,Single Family,1,2026,3,3.5,3,1940,1633,3,1335000,688,130,,,Marc Mignogna,"RE/MAX Metro Realty, Inc.",Real Broker LLC,47.6376867,-122.3002907,https://www.redfin.com/WA/Seattle/1970-25th-Ave-E-98112/home/202219673
2026-09-24T15:59:09.589Z,Ballard (specific),2026-09-14,202656524,220494290,2549373,Closed,1512 NW 59th St,,Seattle,WA,98107,Ballard,Townhouse,3,2026,3,3,2,2135,1719,1.5,1169000,548,,,,Ziggy Samra,"John L. Scott, Inc.",ZNonMember-Office-MLS,47.671837,-122.376842,https://www.redfin.com/WA/Seattle/1512-NW-59th-St-98107/home/202656524
2026-09-24T15:59:09.589Z,Phinney Ridge,2026-09-14,299403,222348242,2564819,Closed,6408 Francis Ave N,,Seattle,WA,98103,Phinney Ridge,Single Family,1,1911,4,3,3,2600,3000,2,1699950,654,,,,Jason Gibbons,COMPASS,Windermere R.E. Shoreline,47.6756851,-122.353192,https://www.redfin.com/WA/Seattle/6408-Francis-Ave-N-98103/home/299403
2026-09-24T15:59:09.589Z,Phinney Ridge,2026-09-14,300739,222746531,2567119,Closed,6542 Greenwood Ave N,,Seattle,WA,98103,Phinney Ridge,Single Family,1,1918,2,1,1,1060,2450,1,654000,617,,,,Paul Rice,COMPASS,Windermere RE Greenwood,47.6772093,-122.3550631,https://www.redfin.com/WA/Seattle/6542-Greenwood-Ave-N-98103/home/300739
2026-09-24T15:59:09.589Z,NE Seattle,2026-09-14,316753,222727611,2572123,Closed,2502 NE 68th St,,Seattle,WA,98115,Ravenna,Single Family,1,1953,3,3,3,1940,5092,1,1187000,612,,,,Monica Church,Real Broker LLC,Rain Town Realty + JPAR,47.6777921,-122.3003897,https://www.redfin.com/WA/Seattle/2502-NE-68th-St-98115/home/316753
2026-09-24T15:59:09.589Z,West Seattle,2026-09-14,470440,217019774,2535281,Closed,5632 42nd Ave SW,,Seattle,WA,98136,Seaview,Single Family,1,1946,5,3.5,3,3840,6250,2,1325000,345,,,,Jennifer Larson,John L Scott RE West Seattle,Ensemble,47.5511225,-122.3853014,https://www.redfin.com/WA/Seattle/5632-42nd-Ave-SW-98136/home/470440
2026-09-24T15:59:09.589Z,West Seattle,2026-09-14,474970,213676563,2501736,Closed,8117 17th Ave SW,,Seattle,WA,98106,Highland Park,Single Family,1,1930,2,1,1,820,3714,1,579000,706,30,,,Nicole Dankworth,Real Broker LLC,Real Broker LLC,47.529522,-122.356749,https://www.redfin.com/WA/Seattle/8117-17th-Ave-SW-98106/home/474970
2026-09-24T15:59:09.589Z,Phinney Ridge,2026-09-14,497300,222606508,2570363,Closed,325 NW 74th St,,Seattle,WA,98117,Phinney Ridge,Single Family,1,1912,3,3,3,2250,3000,2,1450000,644,,,,Thomas Emmo,Real Broker LLC,Coldwell Banker Danforth,47.6823326,-122.3618264,https://www.redfin.com/WA/Seattle/325-NW-74th-St-98117/home/497300
